,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Country,City,USD_price
348,Pilothouse,Sessa power boats,"Used boat,Unleaded",2006,6.5,2.43,GRP,466,Switzerland , VierwaldstÃ¤ttersee ,23760.0
354,Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,5.64,2.45,GRP,73,Germany , BÃ¶nningstedt / Werft,22679.760000000002
357,Pilothouse,Atlantic Marine power boats,new boat from stock,2019,6.6,2.47,GRP,394,Switzerland , Walensee ,24840.0
358,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1992,7.0,2.43,GRP,863,Switzerland , Lake Geneva ,24840.0
359,Sport Boat,Galia power boats,"Used boat,Unleaded",2020,4.75,1.9,GRP,235,Switzerland , VierwaldstÃ¤ttersee ,24840.0
360,Sport Boat,Capelli power boats,"Used boat,Unleaded",2016,5.01,2.28,Hypalon,135,Switzerland , Bouveret,24732.0
361,Sport Boat,Rio Iberica power boats,"Used boat,Unleaded",2004,5.5,2.05,GRP,457,Switzerland , VierwaldstÃ¤ttersee ,24732.0
362,Sport Boat,Yamarin power boats,new boat from stock,2019,5.67,2.25,GRP,135,Germany , auf Anfrage,22355.4
363,Sport Boat,Intermare power boats,"Used boat,Diesel",1991,6.45,2.4,GRP,49,Italy , Toscana ,22260.0
364,Bowrider,Cobalt power boats,"Used boat,Unleaded",1996,6.35,2.54,GRP,97,Italy ," Lombardy, Soiano del Lago",22260.0
365,Cabin Boat,Monterey power boats,"Used boat,Unleaded",1997,8.0,2.59,GRP,241,Italy , Lombardia - Trentino Alto Adige ,22260.0
366,Sport Boat,Azimut power boats,"Used boat,Diesel",1989,9.23,3.18,PVC,190,France ," La Seyne-sur-Mer, France",22260.0
368,Cabin Boat,Kelt power boats,Used boat,1992,8.8,2.98,GRP,146,Netherlands , In verkoophaven,22260.0
373,Water ski,Correct Craft power boats,"Used boat,Unleaded",2007,6.0,2.33,GRP,141,Germany , HANN. MÃNDEN,23320.0
375,Flybridge,Riva power boats,"Used boat,Diesel",1978,10.45,3.43,GRP,352,Italy , Liguria ,23320.0
376,Motor Yacht,Cytra power boats,"Used boat,Diesel",1979,9.5,3.2,GRP,190,Germany , Schwerin,23320.0
377,Center console boat,Crownline power boats,"Used boat,Unleaded",1996,7.5,2.59,GRP,111,Italy , Toscana ,23320.0
378,Sport Boat,Ilver power boats,"Used boat,Unleaded",1989,7.0,2.48,GRP,100,Italy , Lombardia,23320.0
381,Motor Yacht,Tullio Abbate power boats,Unleaded,1991,10.8,2.5,GRP,373,Germany , Konstanz,23320.0
385,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.47,2.29,GRP,86,Germany , Niedersachsen ,24252.800000000003
386,Deck Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.65,2.2,GRP,140,Germany , MÃhlhausen - Ehingen,24221.0
388,Deck Boat,Yamarin power boats,new boat from stock,2020,5.28,2.09,Aluminium,114,Germany , Nordrhein-Westfalen ,24168.0
389,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2018,5.18,2.29,Aluminium,87,Portugal ," Parchal, Portugal",24138.32
391,Pilothouse,Jeanneau power boats,new boat on order,2020,5.79,2.46,GRP,49,Germany , BÃ¶nningstedt,24130.9
394,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2003,7.15,2.51,PVC,110,France ," PORT OLONA, LA GRANDE MOTTE",24062.0
396,Offshore Boat,Baja power boats,"Used boat,Unleaded",1988,7.28,2.54,GRP,422,Switzerland , Lake Geneva ,26460.0
397,Classic,Chris Craft power boats,"Used boat,Unleaded",1976,9.3,3.4,GRP,417,Switzerland , Rhein ,26460.0
398,"Cabin Boat,Sport Boat,Wakeboard/Wakesurf",Galeon power boats,"Used boat,Unleaded",2015,6.19,2.48,GRP,867,Switzerland , Neuenburgersee ,26460.0
399,Deck Boat,Yamarin power boats,new boat from stock,2020,6.25,2.3,GRP,107,Germany , auf Anfrage,23871.2
400,Bowrider,Nordkapp power boats,new boat from stock,2017,6.06,2.2,GRP,109,Germany , Grevenbroich,25058.4
401,Sport Boat,Regal power boats,"Used boat,Unleaded",2001,5.78,2.5,GRP,483,Switzerland , Lake of Zurich ,27540.0
402,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,4.54,1.85,GRP,84,Germany , Baden-WÃ¼rttemberg ,24941.800000000003
404,Trawler,Cascaruda power boats,Diesel,1982,9.3,3.0,Steel,164,Germany , Potsdam,24910.0
405,Pilothouse,Nidelv power boats,"Used boat,Diesel",1988,8.66,3.04,GRP,507,Switzerland , Neuenburgersee ,27000.0
406,Sport Boat,Windy power boats,"Used boat,Unleaded",1997,7.85,2.54,GRP,771,Switzerland , Altendorf,27000.0
407,Sport Boat,Wellcraft power boats,Used boat,1992,8.35,2.5,GRP,420,Switzerland , Lake of Zurich ,27000.0
408,Classic,Schneiter power boats,Used boat,1965,6.0,1.9,Wood,284,Switzerland , Thunersee ,27000.0
409,Fishing Boat,The Captains power boats,new boat on order,2020,6.6,1.85,GRP,888,Switzerland , Lake Constance ,27000.0
410,Deck Boat,AMT power boats,new boat from stock,2019,5.6,2.25,GRP,84,Germany , auf Anfrage,24687.4
411,Offshore Boat,Bruno Abbate power boats,"Used boat,Unleaded",1995,9.25,2.65,GRP,273,Switzerland , Murtensee ,26892.0
414,Sport Boat,Faeton power boats,"Used boat,Unleaded",2006,7.3,2.75,GRP,485,Switzerland , Lago Maggiore ,28069.2
418,Cabin Boat,Nidelv power boats,"Used boat,Unleaded",1995,7.5,2.5,GRP,607,Switzerland , Neuenburgersee ,28080.000000000004
419,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,7.55,2.51,GRP,187,Switzerland , Luganersee ,28080.000000000004
420,Fishing Boat,ERC power boats,new boat from stock,2020,5.3,2.0,GRP,198,Switzerland , Lago Maggiore ,28026.000000000004
421,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2005,7.2,2.53,PVC,99,France ," PORNICHET, PORNICHET",25440.0
422,Motor Yacht,Marex power boats,"Used boat,Diesel",1984,7.68,2.78,GRP,90,Germany , INFO DD-YACHTING ?-STERREICH,25440.0
425,Pilothouse,Bayliner power boats,"Used boat,Unleaded",2006,7.26,2.59,PVC,87,France ," COGOLIN, Les Marines de Cogolin",25440.0
427,"Classic,Pontoon Boat",Piantoni power boats,"Used boat,Unleaded",1968,5.65,2.05,Wood,143,Italy , Lago Maggiore ,25440.0
428,Pontoon Boat,Sciallino power boats,"Used boat,Diesel",1987,7.5,2.45,GRP,87,Italy , Lazio ,25440.0
429,"Classic,Motor Yacht",Storebro power boats,"Used boat,Unleaded",1961,7.25,2.25,Wood,199,Germany , Werder (Havel),26394.0
430,Motor Yacht,IMP Boats power boats,"Used boat,Unleaded",1990,8.0,2.5,GRP,84,Germany , Koblenz NÃ¤he ,26394.0
432,Sport Boat,Viko power boats,"Used boat,Unleaded",2017,6.1,2.5,GRP,138,Germany , Hamburg ,26394.0
433,Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018,6.5,2.4,GRP,110,Italy , Dormelletto ,26394.0
434,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,6.05,2.42,GRP,69,Italy , Dormelletto ,26394.0
435,Cabin Boat,Formula power boats,"Used boat,Unleaded",1995,8.61,2.9,GRP,93,Spain , Mallorca ,26394.0
436,Water ski,Correct Craft power boats,"Used boat,Unleaded",1995,5.0,2.0,GRP,260,Germany , Baden-WÃ¼rttemberg ,26394.0
437,Motor Yacht,Bella power boats,Used boat,2008,6.5,2.42,GRP,119,Croatia (Hrvatska) , In verkoophaven,26394.0
439,"Motor Yacht,Sport Boat,Trawler",Sea Ray power boats,"Used boat,Unleaded",1996,8.9,2.9,GRP,605,Italy , Toscana ,26394.0
441,Sport Boat,Faeton power boats,"Used boat,Unleaded",2002,7.39,2.66,GRP,100,Germany , LAMPERTHEIM,26394.0
442,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2007,7.07,2.78,PVC,161,France ," Pornic, France",26394.0
443,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.05,2.42,GRP,48,Switzerland , Locarno ,26394.0
445,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1998,7.5,2.5,GRP,100,Italy , Mar Tirreno,26500.0
446,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2007,6.66,2.64,PVC,103,France ," LA FORET FOUESNANT, France",26500.0
447,Bowrider,Glastron power boats,"Used boat,Unleaded",2007,6.0,2.0,PVC,287,Portugal ," Parchal, Portugal",26500.0
449,Flybridge,Dellapasqua power boats,"Used boat,Unleaded",1996,8.22,2.99,GRP,169,Italy , Lazio ,26500.0
450,Sport Boat,Colombo power boats,"Used boat,Unleaded",1986,6.4,2.2,GRP,181,Italy ," Lombardy, Soiano del Lago",26500.0
451,Sport Boat,Saver power boats,Used boat,2001,7.45,2.64,GRP,94,Italy , Toscana ,26500.0
457,Cabin Boat,Scand power boats,Used boat,1983,7.62,2.8,GRP,160,Netherlands , onbekend,26500.0
458,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,7.65,2.5,GRP,271,Italy , Liguria ,26500.0
459,Launch,Campion power boats,"Used boat,Unleaded",2001,7.38,2.62,GRP,170,Spain , Alicante,26500.0
460,Flybridge,Raffaelli power boats,"Used boat,Diesel",1979,10.6,3.6,GRP,231,Italy , Mar Ligure,26500.0
462,"Cabin Boat,Motor Yacht",Sea Ray power boats,"Used boat,Unleaded",1996,8.05,2.59,Plastic,1136,Switzerland , Lake of Zurich ,30240.000000000004
465,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1995,8.05,2.59,GRP,278,Germany , Nordrhein-Westfalen ,27454.0
467,Fishing Boat,Trophy power boats,"Used boat,Unleaded",2008,7.14,2.57,GRP,195,Slovenia , Ljubljana,27454.0
469,Center console boat,Bayliner power boats,"new boat from stock,Unleaded",2018,6.0,2.0,PVC,80,France ," Rixheim, France",27454.0
470,Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,9.9,9.9,GRP,140,Germany , ?-STERREICH INFO DD-YACHTING,27454.0
471,Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1987,8.26,2.57,GRP,321,Germany , Baden-WÃ¼rttemberg ,27454.0
472,Sport Boat,Regal power boats,"Used boat,Unleaded",2007,6.7,2.5,PVC,165,France ," CAP D'AGDE, France",27454.0
474,Motor Yacht,Draco power boats,"Used boat,Diesel",1991,6.77,2.28,GRP,187,Germany , Flensburger FÃ¶rde ,27454.0
476,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1995,7.6,2.59,GRP,217,Germany , Bayern ,27454.0
477,Pontoon Boat,Saver power boats,new boat from stock,2020,6.6,2.45,GRP,94,Italy , Friuli Venezia Giulia ,28408.0
479,Pilothouse,Drago Boats power boats,"new boat from stock,Unleaded",2017,5.1,2.13,GRP,138,Switzerland , Bouveret,31212.000000000004
480,Center console boat,Morningstar power boats,"new boat from stock,Unleaded",2019,4.98,2.0,Aluminium,173,Switzerland , VierwaldstÃ¤ttersee ,31212.000000000004
481,Water ski,Nautique power boats,"Used boat,Unleaded",1996,2.32,5.6,GRP,205,Switzerland , VierwaldstÃ¤ttersee ,31212.000000000004
482,Center console boat,Morningstar power boats,new boat from stock,2019,5.0,2.0,Aluminium,158,Switzerland , VierwaldstÃ¤ttersee ,31212.000000000004
483,Cabin Boat,Galaxy power boats,"Used boat,Unleaded",1990,8.1,2.45,GRP,654,Switzerland , Lake Constance ,31212.000000000004
484,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,97,Italy , Dormelletto ,28302.0
486,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,137,Switzerland , Zurigo ,28302.0
487,Deck Boat,Sessa power boats,new boat from stock,2020,6.1,2.33,GRP,224,Italy , Toscana ,28217.2
488,Bowrider,Clear power boats,"Used boat,Unleaded",2014,6.15,2.2,GRP,549,Switzerland , Uznach ,30780.000000000004
489,Bowrider,Bella power boats,Display Model,2018,5.3,2.2,GRP,198,Switzerland , VierwaldstÃ¤ttersee ,30996.000000000004
491,Center console boat,Jeanneau power boats,new boat from stock,2020,6.77,2.48,GRP,55,Germany , BÃ¶nningstedt,28129.22
493,Fishing Boat,Linder power boats,"new boat from stock,Unleaded",2020,4.6,1.85,Aluminium,191,Switzerland , Bielersee ,31860.000000000004
495,Cabin Boat,Carver power boats,"Used boat,Unleaded",1996,8.43,2.62,GRP,276,Switzerland , Lake Geneva ,31860.000000000004
496,Motor Yacht,Windy power boats,"Used boat,Unleaded",1989,9.1,3.0,GRP,457,Switzerland , VierwaldstÃ¤ttersee ,31860.000000000004
497,Hardtop,Bella power boats,"Used boat,Diesel",2002,6.3,2.25,Plastic,973,Switzerland , Lake of Zurich ,31860.000000000004
501,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.07,2.12,GRP,56,Germany , Baden-WÃ¼rttemberg ,28747.2
503,Fishing Boat,Smartliner power boats,new boat from stock,2020,6.28,2.24,GRP,228,Switzerland , Lake Geneva ,31536.000000000004
504,Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,9.8,3.3,GRP,128,Germany , ?-STERREICH INFO DD-YACHTING,28620.0
505,Motor Yacht,Cranchi power boats,"Used boat,Unleaded",1992,9.5,3.29,GRP,120,Italy , Toscana ,28620.0
508,Working Boat,Viking power boats,new boat from stock,2020,7.52,2.43,Aluminium,227,Germany , Erftstadt,29574.0
509,Sport Boat,Sting power boats,new boat from stock,2016,6.08,2.37,GRP,111,Germany , Grevenbroich,29574.0
511,Pilothouse,Marinello power boats,new boat from stock,2018,6.5,2.48,GRP,308,Germany , Stadtprozelten,29574.0
512,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,6.05,2.4,GRP,41,Italy , Dormelletto ,29574.0
514,Motor Yacht,Doral power boats,"Used boat,Unleaded",1991,8.25,2.89,GRP,131,Netherlands , Raum Sneek,29574.0
515,Sport Boat,Sunseeker power boats,"Used boat,Diesel",1992,8.78,2.75,GRP,377,Germany , Nordrhein-Westfalen ,29574.0
517,Cabin Boat,Bella power boats,"Used boat,Diesel",2007,7.05,2.47,GRP,294,Germany , Niedersachsen ,29574.0
519,"Classic,Sport Boat,Water ski",Boesch power boats,"Used boat,Unleaded",1983,5.7,2.2,Wood,511,Switzerland , Lake Constance ,32292.000000000004
520,Offshore Boat,Seebold power boats,"Used boat,Unleaded",1992,7.75,2.48,GRP,359,Switzerland , Faoug ,32292.000000000004
522,Sport Boat,Nidelv power boats,"Used boat,Diesel",2001,6.1,2.3,GRP,385,Switzerland , Lake Geneva ,33480.0
525,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2020,6.43,2.5,PVC,27,France ," La Rochelle, France",30258.760000000002
526,Working Boat,Viking power boats,new boat from stock,2020,7.65,2.48,Aluminium,252,Germany , Erftstadt,30210.0
529,Sport Boat,ManÃ² power boats,"Used boat,Unleaded",2005,9.2,3.0,GRP,81,Italy , Venezia,30210.0
530,Deck Boat,Marinello power boats,"Used boat,Unleaded",2012,5.8,2.29,GRP,93,Germany , Stadtprozelten ,30210.0
532,Sport Boat,Cranchi power boats,"Used boat,Unleaded",1992,9.0,3.0,GRP,143,Croatia (Hrvatska) , Istra,30210.0
535,Motor Yacht,Larson power boats,"Used boat,Unleaded",1998,8.83,3.04,GRP,241,Germany , MÃ¼ritz ,30210.0
536,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2018,6.75,2.54,GRP,161,Italy , Friuli Venezia Giulia ,30740.0
537,Pontoon Boat,Seaswirl power boats,"Used boat,Diesel",2010,7.0,2.55,GRP,194,Italy , Friuli Venezia Giulia ,30740.0
538,Cabin Boat,Bella power boats,"Used boat,Diesel",2005,7.05,2.47,GRP,196,Netherlands , Uitgeest,30740.0
541,Sport Boat,Cobalt power boats,"Used boat,Unleaded",2001,6.86,2.59,GRP,119,Italy ," Lombardy, Soiano del Lago",30740.0
543,Cabin Boat,Apreamare power boats,"Used boat,Diesel",1993,8.05,2.85,GRP,205,Italy , Mar Tirreno,30740.0
544,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2000,7.57,2.59,GRP,64,Italy ," Lombardy, Como",30740.0
545,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1990,9.2,3.25,GRP,233,Italy , Veneto ,30740.0
546,Pilothouse,Polar Boats power boats,"Used boat,Diesel",1987,8.77,3.18,GRP,199,Germany , Baden-WÃ¼rttemberg ,30740.0
548,Pilothouse,Faeton power boats,"Used boat,Unleaded",2000,7.9,2.8,PVC,87,Spain , Mallorca ,30740.0
549,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2009,7.01,2.5,PVC,393,Belgium ," Nieuwpoort, Belgique",30740.0
553,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",1992,7.85,2.47,PVC,100,France ," MARSEILLE, France",31694.0
555,Cabin Boat,Skarpnes power boats,Used boat,1984,9.1,3.3,GRP,94,Netherlands , In verkoophaven,31694.0
556,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1987,8.23,3.05,GRP,90,Germany , Ostsee ,31694.0
558,Sport Boat,Saver power boats,"Display Model,Unleaded",2019,5.6,2.23,GRP,87,Germany , Gersthofen,31588.0
559,Bowrider,Jeanneau power boats,"Used boat,Unleaded",2018,5.21,2.36,PVC,46,France ," Marseille, France",31588.0
560,Sport Boat,Nidelv power boats,"Used boat,Unleaded",2005,6.26,2.3,GRP,622,Germany , Hamburg ,31588.0
562,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.07,2.12,GRP,102,Germany , Baden-WÃ¼rttemberg ,31429.0
563,Sport Boat,Ranieri power boats,"Used boat,Unleaded",2018,5.65,2.2,GRP,288,Switzerland , VierwaldstÃ¤ttersee ,34560.0
564,Motor Yacht,Regal power boats,"Used boat,Unleaded",1999,8.75,2.85,GRP,382,Denmark , kolding,30800.000000000004
565,Sport Boat,Rancraft power boats,"Used boat,Unleaded",2001,7.5,2.59,GRP,146,Belgium , North Sea,31270.0
566,Classic,Storebro power boats,"Used boat,Unleaded",1954,7.5,2.4,Wood,87,Germany , Bayern ,31800.0
569,Cabin Boat,Crownline power boats,"Used boat,Unleaded",1995,8.13,2.5,GRP,677,Germany , Lake Constance ,31800.0
570,"Classic,Sport Boat",Ilver power boats,"Used boat,Unleaded",1978,7.8,2.67,GRP,313,Netherlands , Utrecht ,31800.0
571,Motor Yacht,Blohm + Voss power boats,"Used boat,Unleaded",1970,10.0,3.25,GRP,324,Germany , MÃ¼ritz ,31800.0
572,Sport Boat,Arvor power boats,"Used boat,Diesel",2008,7.0,2.0,GRP,87,Croatia (Hrvatska) , Istra,31800.0
573,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2001,9.4,2.96,PVC,122,France ," FORET-FOUESNANT, France",31800.0
574,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,9.0,3.0,GRP,234,Italy , Veneto ,31800.0
576,Pontoon Boat,Acroplast power boats,"Used boat,Electric",2015,7.8,2.5,GRP,137,France , RhÃ´ne-Alpes ,31800.0
577,Motor Yacht,Wellcraft power boats,"Used boat,Diesel",1991,10.2,3.5,GRP,162,Italy , Toscana ,31800.0
580,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,5.5,2.34,PVC,69,France ," PORNICHET, PORNICHET",32754.0
581,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1979,10.0,3.5,GRP,167,Germany , Nordrhein-Westfalen,32754.0
582,Bowrider,Parker power boats,"new boat from stock,Unleaded",2019,6.05,2.25,GRP,65,Germany , Nordrhein-Westfalen ,32674.5
584,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.07,2.12,GRP,62,Germany , Baden-WÃ¼rttemberg ,32669.2
585,Motor Yacht,Parker power boats,"new boat from stock,Unleaded",2019,6.05,2.25,GRP,71,Germany , Nordrhein-Westfalen ,32658.600000000002
588,Cabin Boat,Hollandia power boats,"Used boat,Diesel",1991,10.3,3.3,Steel,576,Switzerland , Neuenburgersee ,35640.0
589,Hardtop,Hardy Marine power boats,"Used boat,Diesel",1996,8.38,3.2,PVC,131,Spain ," Ametlla De Mar, Ametlla De Mar",27995.0
590,Bowrider,Bayliner power boats,"new boat on order,Unleaded",2020,5.7,2.26,GRP,136,Germany , Kiel,32540.940000000002
593,Motor Yacht,Regal power boats,"Used boat,Unleaded",1989,8.5,2.55,GRP,1033,Lake Constance , Altenrhein,35640.0
594,Fishing Boat,FÃ¼llemann power boats,new boat from stock,2018,6.03,1.9,GRP,164,Switzerland , Lake Constance ,35348.4
597,Sport Boat,Gobbi power boats,Unleaded,1996,8.73,2.98,GRP,64,Germany , Zadar,33920.0
598,Sport Boat,Bayliner power boats,"Used boat,Diesel",1995,7.0,2.59,Carbon Fiber,150,Spain , Costa Norte (Galicia) ,33920.0
599,Cabin Boat,Bella power boats,Used boat,2005,6.5,2.42,GRP,535,Switzerland , Luganersee ,37260.0
600,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2000,9.0,2.0,GRP,295,Croatia (Hrvatska) , Istra,33814.0
602,Sport Boat,Cobalt power boats,"Used boat,Unleaded",1999,7.62,2.59,GRP,146,Germany , Bayern ,33814.0
603,Sport Boat,Larson power boats,"Used boat,Unleaded",2001,6.7,2.5,Plastic,225,Germany , Rheinland-Pfalz ,33814.0
604,Bowrider,Galia power boats,"new boat from stock,Unleaded",2019,5.2,2.1,GRP,166,Switzerland , VierwaldstÃ¤ttersee ,33739.8
605,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2002,6.99,2.76,PVC,105,United Kingdom ," LARGS, Royaume Uni",29000.0
607,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.12,2.4,GRP,158,Switzerland , Neuenburgersee ,37087.200000000004
609,Sport Boat,Ilver power boats,"Used boat,Unleaded",1984,10.8,3.1,GRP,280,Switzerland , Steinach,36720.0
610,Trawler,Pedro power boats,Used boat,1982,8.6,2.8,Steel,146,Netherlands , In verkoophaven,34450.0
611,Pontoon Boat,Cantieri Nautici Ferrario power boats,"new boat from stock,Unleaded",2019,6.5,2.4,GRP,36,Italy , Dormelletto,34450.0
613,Cabin Boat,Coverline power boats,"Used boat,Diesel",2006,7.6,2.5,GRP,175,Germany , Bayern ,34450.0
614,Runabout,AYROS power boats,new boat from stock,2019,6.99,2.55,GRP,81,Italy , Lombardia - Trentino Alto Adige ,34450.0
618,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1991,9.95,2.74,GRP,396,Germany , Berlin,34450.0
622,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2002,8.76,3.0,PVC,212,Netherlands , Drimmelen,34450.0
624,Center console boat,Pacific Craft power boats,"Used boat,Unleaded",2018,6.24,2.5,PVC,36,France ," Le Havre, France",34439.4
625,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2007,7.3,2.55,PVC,113,Slovak Republic ," Bratislava, Slovaquie",34980.0
626,Flybridge,Fiart Mare power boats,"Used boat,Diesel",1989,11.34,3.68,GRP,139,Italy , Veneto ,34980.0
